QBER,Key_Length,Errors,Attack
25.330812854442343,529,134,1
23.93822393822394,518,124,1
24.667931688804554,527,130,1
25.5859375,512,131,1
23.715415019762844,506,120,1
26.078431372549023,510,133,1
23.69402985074627,536,127,1
27.054108216432866,499,135,1
25.494071146245062,506,129,1
25.2465483234714,507,128,1
28.957528957528954,518,150,1
26.680672268907564,476,127,1
24.801587301587304,504,125,1
25.298804780876495,502,127,1
30.357142857142854,504,153,1
26.7578125,512,137,1
25.375939849624064,532,135,1
22.779922779922778,518,118,1
23.74245472837022,497,118,1
23.76425855513308,526,125,1
24.47817836812144,527,129,1
24.758220502901356,517,128,1
25.540275049115913,509,130,1
23.232323232323232,495,115,1
23.962264150943398,530,127,1
23.976608187134502,513,123,1
28.514056224899598,498,142,1
27.151051625239003,523,142,1
26.693227091633464,502,134,1
24.737945492662476,477,118,1
29.08366533864542,502,146,1
25.918762088974855,517,134,1
25.984251968503933,508,132,1
23.694779116465863,498,118,1
23.52941176470588,493,116,1
23.295454545454543,528,123,1
27.74566473988439,519,144,1
26.31578947368421,532,140,1
26.21951219512195,492,129,1
28.19047619047619,525,148,1
22.975517890772128,531,122,1
25.626204238921,519,133,1
24.5136186770428,514,126,1
29.92125984251969,508,152,1
23.61111111111111,504,119,1
26.94610778443114,501,135,1
25.403225806451612,496,126,1
24.62686567164179,536,132,1
23.79182156133829,538,128,1
29.467680608365022,526,155,1
26.89243027888446,502,135,1
25.423728813559322,531,135,1
24.242424242424242,528,128,1
25.440313111545986,511,130,1
25.730994152046783,513,132,1
28.235294117647058,510,144,1
26.9811320754717,530,143,1
24.0234375,512,123,1
24.47418738049713,523,128,1
26.08695652173913,483,126,1
24.748490945674046,497,123,1
25.099601593625497,502,126,1
27.307692307692307,520,142,1
23.45924453280318,503,118,1
21.910112359550563,534,117,1
28.625235404896422,531,152,1
29.03846153846154,520,151,1
25.27881040892193,538,136,1
24.85089463220676,503,125,1
26.81992337164751,522,140,1
23.943661971830984,497,119,1
27.27272727272727,517,141,1
23.16831683168317,505,117,1
26.209677419354836,496,130,1
26.76864244741874,523,140,1
23.586744639376217,513,121,1
27.63915547024952,521,144,1
25.5859375,512,131,1
28.349514563106798,515,146,1
27.36625514403292,486,133,1
24.761904761904763,525,130,1
27.819548872180448,532,148,1
27.915869980879542,523,146,1
24.59349593495935,492,121,1
26.1758691206544,489,128,1
28.57142857142857,511,146,1
25.387596899224807,516,131,1
26.62835249042146,522,139,1
26.91588785046729,535,144,1
27.99227799227799,518,145,1
23.364485981308412,535,125,1
24.649298597194388,499,123,1
29.116465863453815,498,145,1
25.468164794007492,534,136,1
27.27272727272727,528,144,1
25.844930417495032,503,130,1
20.576923076923077,520,107,1
26.14503816793893,524,137,1
29.1588785046729,535,156,1
26.556016597510375,482,128,1
28.157349896480333,483,136,1
24.667931688804554,527,130,1
26.284584980237153,506,133,1
29.4,500,147,1
26.38888888888889,504,133,1
23.563218390804597,522,123,1
25.78125,512,132,1
24.904214559386972,522,130,1
28.688524590163933,488,140,1
27.31006160164271,487,133,1
29.34131736526946,501,147,1
28.982725527831093,521,151,1
24.46183953033268,511,125,1
28.79078694817658,521,150,1
28.680688336520078,523,150,1
27.10843373493976,498,135,1
25.384615384615383,520,132,1
26.44135188866799,503,133,1
25.51984877126654,529,135,1
22.407407407407405,540,121,1
24.39516129032258,496,121,1
27.2552783109405,521,142,1
25.1953125,512,129,1
25.8,500,129,1
23.962264150943398,530,127,1
24.39516129032258,496,121,1
28.32369942196532,519,147,1
29.01960784313726,510,148,1
27.186311787072242,526,143,1
27.833001988071572,503,140,1
24.31906614785992,514,125,1
25.14177693761815,529,133,1
28.9272030651341,522,151,1
26.17702448210923,531,139,1
27.27272727272727,528,144,1
25.27881040892193,538,136,1
24.75049900199601,501,124,1
26.129666011787815,509,133,1
22.988505747126435,522,120,1
24.47418738049713,523,128,1
28.100775193798448,516,145,1
26.862745098039216,510,137,1
22.789783889980352,509,116,1
26.741996233521657,531,142,1
22.452830188679247,530,119,1
24.271844660194176,515,125,1
24.857685009487664,527,131,1
